Species,Aquatic,Herbivorous,Nocturnal,Scansorial,Fossorial,Large,Terrestrial,Archetype
Egernia kingii,0,0.078,0,0,0.545,0.377,0,Fossorial
Egernia mcpheei,0.004,0,0.019,0.704,0,0.273,0,Scansorial
Egernia napoleonis,0,0.774,0,0,0,0.226,0,Herbivorous
Egernia rugosa,0,0.104,0,0,0.552,0.344,0,Fossorial
Egernia saxatilis,0,0.77,0,0,0,0.23,0,Herbivorous
Egernia stokesii,0,0.649,0,0,0,0.351,0,Herbivorous
Egernia striolata,0,0.804,0,0,0,0.196,0,Herbivorous
Elasmodactylus tuberculosus,0,0,0.984,0,0.003,0,0.013,Nocturnal
Elgaria cedrosensis,0,0,0,0,0,0.269,0.731,Terrestrial
Elgaria coerulea,0,0,0,0,0,0.372,0.628,Terrestrial
Elgaria kingii,0,0,0,0,0,0.379,0.621,Terrestrial
Elgaria multicarinata,0,0,0.427,0,0,0.321,0.252,Nocturnal
Elgaria panamintina,0,0,0.43,0,0,0.274,0.296,Nocturnal
Elgaria paucicarinata,0,0,0,0,0,0.335,0.665,Terrestrial
Emoia adspersa,0.002,0,0.01,0.842,0,0.145,0,Scansorial
Emoia atrocostata,0.957,0,0,0,0,0,0.043,Aquatic
Emoia baudini,0.001,0,0.004,0.944,0,0.052,0,Scansorial
Emoia caeruleocauda,0.001,0,0.003,0.953,0,0.043,0,Scansorial
Emoia callisticta,0,0,0,0,0,0.151,0.849,Terrestrial
Emoia concolor,0,0.869,0,0,0,0.131,0,Herbivorous
Emoia cyanogaster,0.002,0,0.012,0.822,0,0.164,0,Scansorial
Emoia cyanura,0.001,0,0.003,0.958,0,0.039,0,Scansorial
Emoia guttata,0,0,0,0,0,0.223,0.777,Terrestrial
Emoia impar,0,0,0,0,0,0.121,0.879,Terrestrial
Emoia isolata,0,0,0,0,0,0.171,0.829,Terrestrial
Emoia lawesi,0,0,0,0,0,0.323,0.677,Terrestrial
Emoia maculata,0.001,0,0.004,0.935,0,0.06,0,Scansorial
Emoia mivarti,0,0,0,0,0,0.153,0.847,Terrestrial
Emoia nativitatis,0,0,0,0,0,0.24,0.76,Terrestrial
Emoia nigra,0.004,0,0.017,0.738,0,0.241,0,Scansorial
Emoia physicae,0,0,0,0,0,0.24,0.76,Terrestrial
Emoia rufilabialis,0.001,0,0.003,0.956,0,0.041,0,Scansorial
Emoia samoensis,0.003,0,0.015,0.764,0,0.217,0,Scansorial
Emoia schmidti,0,0,0.002,0.967,0,0.03,0,Scansorial
Emoia sorex,0,0,0.001,0.988,0,0.011,0,Scansorial
Emoia taumakoensis,0,0,0.001,0.99,0,0.009,0,Scansorial
Emoia trossula,0.003,0,0.014,0.792,0,0.192,0,Scansorial
Emoia tuitarere,0.002,0,0.01,0.842,0,0.145,0,Scansorial
Enyalioides altotambo,0.004,0,0.02,0.701,0,0.275,0,Scansorial
Enyalioides anisolepis,0.004,0,0.019,0.706,0,0.271,0,Scansorial
Enyalioides azulae,0,0,0,0,0,0.321,0.679,Terrestrial
Enyalioides cofanorum,0.004,0,0.021,0.681,0,0.294,0,Scansorial
Enyalioides heterolepis,0,0,0,0,0,0.42,0.58,Terrestrial
Enyalioides laticeps,0.005,0,0.023,0.644,0,0.328,0,Scansorial
Enyalioides palpebralis,0.004,0,0.018,0.727,0,0.251,0,Scansorial
Enyalioides rubrigularis,0,0,0,0,0,0.402,0.598,Terrestrial
Enyalioides sophiarothschildae,0.004,0,0.02,0.692,0,0.283,0,Scansorial
Enyalioides touzeti,0.004,0,0.02,0.69,0,0.285,0,Scansorial
Enyalius bibronii,0.003,0,0.016,0.757,0,0.224,0,Scansorial
Enyalius bilineatus,0.003,0,0.015,0.768,0,0.213,0,Scansorial
Enyalius brasiliensis,0,0,0.867,0,0,0.133,0,Nocturnal
Enyalius catenatus,0.003,0,0.016,0.752,0,0.228,0,Scansorial
Enyalius iheringii,0.004,0,0.019,0.711,0,0.266,0,Scansorial
Enyalius leechii,0.004,0,0.017,0.736,0,0.243,0,Scansorial
Enyalius perditus,0,0.824,0,0,0,0.175,0,Herbivorous
Epibator nigrofasciolatum,0.003,0,0.014,0.782,0,0.2,0,Scansorial
Eremias acutirostris,0,0,0,0,0,0.258,0.742,Terrestrial
Eremias argus,0.001,0,0.005,0.928,0,0.066,0,Scansorial
Eremias arguta,0,0,0,0,0,0.314,0.686,Terrestrial
Eremias brenchleyi,0.001,0,0.005,0.923,0,0.071,0,Scansorial
Eremias buechneri,0,0.956,0,0,0,0.044,0,Herbivorous
Eremias cholistanica,0,0,0,0,0,0.157,0.843,Terrestrial
Eremias fasciata,0,0,0,0,0,0.207,0.793,Terrestrial
Eremias grammica,0,0,0,0,0,0.314,0.686,Terrestrial
Eremias intermedia,0,0,0,0,0,0.221,0.779,Terrestrial
Eremias kopetdaghica,0,0,0,0,0,0.246,0.754,Terrestrial
Eremias lineolata,0,0,0,0,0,0.167,0.833,Terrestrial
Eremias multiocellata,0,0,0,0,0,0.252,0.748,Terrestrial
Eremias nigrocellata,0,0,0,0,0,0.267,0.733,Terrestrial
Eremias nikolskii,0,0,0,0,0,0.242,0.758,Terrestrial
Eremias persica,0,0,0,0,0,0.308,0.692,Terrestrial
Eremias pleskei,0,0.574,0,0,0,0.092,0.334,Herbivorous
Eremias przewalskii,0,0.537,0,0,0,0.222,0.241,Herbivorous
Eremias regeli,0,0,0,0,0,0.225,0.775,Terrestrial
Eremias scripta,0,0,0,0,0,0.211,0.789,Terrestrial
Eremias strauchi,0,0.907,0,0,0,0.093,0,Herbivorous
Eremias stummeri,0,0,0,0,0,0.215,0.785,Terrestrial
Eremias szczerbaki,0,0,0,0,0,0.209,0.791,Terrestrial
Eremias velox,0,0,0,0,0,0.298,0.702,Terrestrial
Eremias vermiculata,0,0,0,0,0,0.231,0.769,Terrestrial
Eremiascincus douglasi,0,0,0.44,0,0,0.121,0.439,Nocturnal
Eremiascincus fasciolatus,0,0,0,0,0.825,0.175,0,Fossorial
Eremiascincus intermedius,0,0,0,0,0.893,0.107,0,Fossorial
Eremiascincus isolepis,0,0,0.441,0,0,0.097,0.461,Terrestrial
Eremiascincus musivus,0,0,0.445,0,0,0.032,0.522,Terrestrial
Eremiascincus pallidus,0,0,0,0,0.92,0.08,0,Fossorial
Eremiascincus phantasmus,0,0,0,0,0.883,0.117,0,Fossorial
Eremiascincus richardsonii,0,0,0,0,0.819,0.181,0,Fossorial
Eublepharis angramainyu,0,0,0.427,0,0,0.319,0.254,Nocturnal
Eublepharis fuscus,0,0,0.42,0,0,0.429,0.151,Large
Eublepharis hardwickii,0,0,0.434,0,0,0.203,0.362,Nocturnal
Eublepharis macularius,0,0,0.427,0,0,0.319,0.254,Nocturnal
Eublepharis satpuraensis,0,0,0.873,0,0,0.127,0,Nocturnal
Eublepharis turcmenicus,0,0,0.43,0,0,0.27,0.3,Nocturnal
Eugongylus albofasciolatus,0,0.41,0.175,0,0,0.395,0.02,Herbivorous
Eugongylus rufescens,0,0,0.427,0,0,0.321,0.252,Nocturnal
Eulamprus heatwolei,0.957,0,0,0,0,0,0.043,Aquatic
Eulamprus kosciuskoi,0.941,0,0,0,0,0,0.059,Aquatic
Eulamprus leuraensis,0.941,0,0,0,0,0,0.059,Aquatic
Eulamprus quoyii,0.888,0.112,0,0,0,0,0,Aquatic
Eulamprus tympanum,0.003,0,0.012,0.819,0,0.166,0,Scansorial
Euleptes europaea,0,0,0.814,0,0.036,0,0.15,Nocturnal
Eumeces algeriensis,0,0,0,0,0,0.509,0.491,Large
Eumeces blythianus,0,0,0,0,0.791,0.209,0,Fossorial
Eumeces cholistanensis,0,0,0,0,0,0.316,0.684,Terrestrial
Eumeces indothalensis,0,0,0,0.07,0.868,0.062,0,Fossorial
Eumeces schneideri,0,0.485,0,0,0,0.402,0.113,Herbivorous
Eumecia anchietae,0,0,0,0,0,0.42,0.58,Terrestrial
Eurolophosaurus divaricatus,0,0.529,0,0,0,0.249,0.222,Herbivorous
Eurolophosaurus nanuzae,0.001,0,0.007,0.898,0,0.094,0,Scansorial
Eurydactylodes vieillardi,0,0,0.001,0.979,0,0.02,0,Scansorial
Eurylepis taeniolata,0,0,0,0,0.696,0.304,0,Fossorial
Euspondylus acutirostris,0,0,0.001,0.99,0,0.009,0,Scansorial
Euspondylus monsfumus,0,0,0,0.938,0.003,0,0.058,Scansorial
Euspondylus paxcorpus,0,0,0.001,0.983,0,0.015,0,Scansorial
Eutropis andamanensis,0,0,0,0,0,0.383,0.617,Terrestrial
Eutropis beddomei,0,0,0,0,0,0.171,0.829,Terrestrial
Eutropis carinata,0,0,0,0,0,0.435,0.565,Terrestrial
Eutropis dissimilis,0,0,0.438,0,0,0.154,0.408,Nocturnal
Eutropis gansi,0,0,0,0,0,0.182,0.818,Terrestrial
Eutropis indeprensa,0,0,0,0,0,0.2,0.8,Terrestrial
Eutropis innotata,0,0,0,0.091,0.869,0.04,0,Fossorial
Eutropis longicaudata,0.004,0,0.019,0.711,0,0.266,0,Scansorial
Eutropis macularia,0,0,0.441,0,0,0.105,0.454,Terrestrial
Eutropis multicarinata,0,0,0,0,0,0.3,0.7,Terrestrial
Eutropis multifasciata,0,0,0,0,0,0.399,0.601,Terrestrial
Eutropis nagarjunensis,0,0,0,0,0,0.155,0.845,Terrestrial
Eutropis quadricarinata,0,0,0,0.956,0.002,0,0.041,Scansorial
Eutropis rudis,0,0,0,0,0,0.358,0.642,Terrestrial
Eutropis rugifera,0.001,0,0.004,0.944,0,0.052,0,Scansorial
Eutropis tammanna,0,0,0,0,0,0.155,0.845,Terrestrial
Eutropis trivittata,0,0,0,0,0,0.358,0.642,Terrestrial
Eutropis tytleri,0,0,0,0,0,0.501,0.499,Large
Feylinia boulengeri,0,0,0.033,0,0.967,0,0,Fossorial
Feylinia currori,0,0,0,0,0.771,0.229,0,Fossorial
Fojia bumui,0,0,0.001,0.99,0,0.009,0,Scansorial
Furcifer labordi,0.004,0,0.019,0.708,0,0.268,0,Scansorial
Furcifer lateralis,0,0.77,0,0,0,0.23,0,Herbivorous
Furcifer minor,0.003,0,0.012,0.812,0,0.173,0,Scansorial
Furcifer oustaleti,0,0.59,0,0,0,0.41,0,Herbivorous
Furcifer pardalis,0,0.633,0,0,0,0.367,0,Herbivorous
Furcifer petteri,0.002,0,0.01,0.84,0,0.147,0,Scansorial
Furcifer polleni,0.003,0,0.013,0.801,0,0.183,0,Scansorial
Furcifer verrucosus,0.006,0,0.029,0.549,0,0.415,0,Scansorial
Furcifer willsii,0.002,0,0.009,0.865,0,0.124,0,Scansorial
Gallotia atlantica,0,0.829,0,0,0,0.171,0,Herbivorous
Gallotia auaritae,0,0.378,0,0,0,0.622,0,Large
Gallotia bravoana,0,0.478,0,0,0,0.427,0.095,Herbivorous
Gallotia caesaris,0,0.822,0,0,0,0.177,0,Herbivorous
Gallotia galloti,0,0.506,0,0,0,0.328,0.166,Herbivorous
Gallotia intermedia,0,0.705,0,0,0,0.295,0,Herbivorous
Gallotia simonyi,0,0.346,0,0,0,0.654,0,Large
Gallotia stehlini,0,0.424,0,0,0,0.576,0,Large
Gambelia copeii,0,0,0,0,0,0.406,0.594,Terrestrial
Gambelia sila,0,0,0,0,0,0.391,0.609,Terrestrial
Gambelia wislizenii,0,0,0,0,0,0.412,0.588,Terrestrial
Garthia gaudichaudii,0,0,0.844,0,0.03,0,0.126,Nocturnal
Garthia penai,0,0,0.733,0,0.051,0,0.215,Nocturnal
Gastropholis echinata,0.003,0,0.012,0.812,0,0.173,0,Scansorial
Gastropholis prasina,0.003,0,0.014,0.785,0,0.198,0,Scansorial
Gastropholis tropidopholis,0.003,0,0.015,0.768,0,0.213,0,Scansorial
Gastropholis vittata,0.003,0,0.014,0.787,0,0.196,0,Scansorial
Geckolepis maculata,0,0.626,0.374,0,0,0,0,Herbivorous
Geckolepis polylepis,0,0.667,0.333,0,0,0,0,Herbivorous
Geckolepis typica,0,0.647,0.353,0,0,0,0,Herbivorous
Gehyra australis,0,0.624,0.376,0,0,0,0,Herbivorous
Gehyra baliola,0,0.583,0.355,0,0,0.062,0,Herbivorous
Gehyra borroloola,0,0,0.944,0,0.011,0,0.045,Nocturnal
Gehyra brevipalmata,0,0.61,0.372,0,0,0.018,0,Herbivorous
Gehyra catenata,0,0,0.874,0,0.024,0,0.102,Nocturnal
Gehyra dubia,0,0.625,0.375,0,0,0,0,Herbivorous
Gehyra insulensis,0,0,0.846,0,0.03,0,0.124,Nocturnal
Gehyra koira,0,0,0.966,0,0,0.034,0,Nocturnal
Gehyra lazelli,0,0,0.896,0,0.02,0,0.084,Nocturnal
Gehyra minuta,0,0,0.814,0,0.036,0,0.15,Nocturnal
Gehyra montium,0,0,0.851,0,0.029,0,0.12,Nocturnal
Gehyra mutilata,0,0.646,0.354,0,0,0,0,Herbivorous
Gehyra nana,0,0,0.869,0,0.025,0,0.106,Nocturnal
Gehyra occidentalis,0,0,0.971,0,0.005,0,0.023,Nocturnal
Gehyra oceanica,0,0,0.952,0,0,0.048,0,Nocturnal
Gehyra pamela,0,0,0.969,0,0.006,0,0.025,Nocturnal
Gehyra pilbara,0,0,0.929,0,0.014,0,0.057,Nocturnal
Gehyra punctata,0,0,0.924,0,0.015,0,0.061,Nocturnal
Gehyra purpurascens,0,0.646,0.354,0,0,0,0,Herbivorous
Gehyra robusta,0,0,0.969,0,0.006,0,0.025,Nocturnal
Gehyra variegata,0,0,0.951,0,0.009,0,0.039,Nocturnal
Gehyra vorax,0,0.487,0.298,0,0,0.215,0,Herbivorous
Gehyra xenopus,0,0,0.984,0,0.003,0,0.013,Nocturnal
Gekko adleri,0,0,0.969,0,0.006,0,0.025,Nocturnal
Gekko badenii,0,0,0.873,0,0,0.127,0,Nocturnal
Gekko chinensis,0,0,0.986,0,0.003,0,0.011,Nocturnal
Gekko gecko,0,0,0.76,0,0,0.24,0,Nocturnal
Gekko hokouensis,0,0,0.995,0,0,0.005,0,Nocturnal
Gekko japonicus,0,0.618,0.376,0,0,0.005,0,Herbivorous
Gekko lauhachindai,0,0,0.96,0,0,0.04,0,Nocturnal
Gekko monarchus,0,0,0.952,0,0,0.048,0,Nocturnal
Gekko petricolus,0,0,0.947,0,0,0.052,0,Nocturnal
Gekko remotus,0,0.565,0.345,0,0,0.09,0,Herbivorous
Gekko shibatai,0,0,0.966,0,0.006,0,0.027,Nocturnal
Gekko siamensis,0,0,0.854,0,0,0.145,0,Nocturnal
Gekko smithii,0,0,0.795,0,0,0.205,0,Nocturnal
Gekko subpalmatus,0,0,0.994,0,0.001,0,0.005,Nocturnal
Gekko takouensis,0,0,0.939,0,0,0.061,0,Nocturnal
Gekko verreauxi,0,0,0.846,0,0,0.154,0,Nocturnal
Gekko vittatus,0,0,0.873,0,0,0.127,0,Nocturnal
Gerrhonotus infernalis,0,0,0.751,0,0,0.249,0,Nocturnal
Gerrhonotus liocephalus,0.006,0,0.026,0.602,0,0.366,0,Scansorial
Gerrhonotus ophiurus,0.005,0,0.026,0.609,0,0.36,0,Scansorial
Gerrhonotus parvus,0.001,0,0.006,0.909,0,0.083,0,Scansorial
Gerrhosaurus auritus,0,0.472,0,0,0,0.446,0.082,Herbivorous
Gerrhosaurus flavigularis,0,0,0,0,0,0.418,0.582,Terrestrial
Gerrhosaurus multilineatus,0,0.472,0,0,0,0.446,0.082,Herbivorous
Gerrhosaurus nigrolineatus,0,0,0,0,0,0.476,0.524,Terrestrial
Gerrhosaurus skoogi,0,0.175,0,0,0.57,0.254,0,Fossorial
Gerrhosaurus typicus,0.004,0,0.02,0.701,0,0.275,0,Scansorial
Glaphyromorphus cracens,0,0,0.446,0,0,0.027,0.528,Terrestrial
Glaphyromorphus darwiniensis,0,0,0.446,0,0,0.03,0.524,Terrestrial
Glaphyromorphus punctulatus,0,0,0,0,0.94,0.06,0,Fossorial
Glaucomastix abaetensis,0,0,0,0,0,0.25,0.75,Terrestrial
Glaucomastix littoralis,0,0,0,0,0,0.283,0.717,Terrestrial
Goggia gemmula,0,0,0.693,0,0.059,0,0.248,Nocturnal
Goggia lineata,0,0,0.711,0,0.056,0,0.233,Nocturnal
Goggia rupicola,0,0,0.706,0,0.056,0,0.237,Nocturnal
Gonatodes albogularis,0,0,0,0.972,0.002,0,0.026,Scansorial
Gonatodes alexandermendesi,0,0,0,0.977,0.001,0,0.022,Scansorial
Gonatodes annularis,0,0,0.001,0.986,0,0.013,0,Scansorial
Gonatodes antillensis,0,0,0.382,0,0,0,0.618,Terrestrial
Gonatodes astralis,0,0,0,0.951,0.003,0,0.046,Scansorial
Gonatodes atricucullaris,0,0,0,0.868,0.007,0,0.124,Scansorial
Gonatodes ceciliae,0.001,0,0.005,0.926,0,0.069,0,Scansorial
Gonatodes concinnatus,0,0,0,0.999,0,0,0,Scansorial
Gonatodes daudini,0,0,0,0.827,0.01,0,0.164,Scansorial
Gonatodes falconensis,0,0,0.926,0,0.014,0,0.059,Nocturnal
Gonatodes fuscus,0,0.987,0,0,0,0,0.013,Herbivorous
Gonatodes hasemani,0,0,0,0.956,0.002,0,0.041,Scansorial
Gonatodes humeralis,0,0,0,0.964,0.002,0,0.034,Scansorial
Gonatodes infernalis,0.001,0,0.004,0.939,0,0.056,0,Scansorial
Gonatodes lichenosus,0,0,0,0.946,0.003,0,0.051,Scansorial
Gonatodes ocellatus,0,0,0,0.985,0.001,0,0.014,Scansorial
Gonatodes petersi,0,0,0,0.928,0.004,0,0.068,Scansorial
Gonatodes rozei,0,0,0.002,0.965,0,0.032,0,Scansorial
Gonatodes seigliei,0,0,0,0.943,0.003,0,0.053,Scansorial
Gonatodes superciliaris,0,0,0,0,0,0.14,0.86,Terrestrial
Gonatodes taniae,0,0,0,0.998,0,0,0.002,Scansorial
Gonatodes tapajonicus,0,0,0.001,0.986,0,0.013,0,Scansorial
Gonatodes timidus,0,0,0,0.995,0,0,0.004,Scansorial
Gonatodes vittatus,0,0,0,0.866,0.008,0,0.127,Scansorial
Gongylomorphus bojerii,0,0,0,0,0,0.219,0.781,Terrestrial
Goniurosaurus araneus,0,0,0.432,0,0,0.245,0.324,Nocturnal
Goniurosaurus bawanglingensis,0,0,0.939,0,0,0.061,0,Nocturnal
Goniurosaurus catbaensis,0,0,0.873,0,0,0.127,0,Nocturnal
Goniurosaurus huuliensis,0,0,0.902,0,0,0.098,0,Nocturnal
Goniurosaurus kadoorieorum,0,0,0.902,0,0,0.098,0,Nocturnal
Goniurosaurus kuroiwae,0,0,0.949,0,0,0.05,0,Nocturnal
Goniurosaurus liboensis,0,0,0.921,0,0,0.079,0,Nocturnal
Goniurosaurus lichtenfelderi,0,0,0.935,0,0,0.065,0,Nocturnal
Goniurosaurus luii,0,0,0.89,0,0,0.11,0,Nocturnal
Goniurosaurus yamashinae,0,0,0.987,0,0,0.013,0,Nocturnal
Goniurosaurus yingdeensis,0,0,0.962,0,0,0.038,0,Nocturnal
Goniurosaurus zhelongi,0,0,0.97,0,0,0.03,0,Nocturnal
Gonocephalus bornensis,0.005,0,0.021,0.674,0,0.3,0,Scansorial
Gonocephalus chamaeleontinus,0.005,0,0.026,0.609,0,0.36,0,Scansorial
Gonocephalus doriae,0.005,0,0.025,0.623,0,0.347,0,Scansorial
Gonocephalus grandis,0.005,0,0.024,0.628,0,0.343,0,Scansorial
Gonocephalus liogaster,0.005,0,0.022,0.658,0,0.315,0,Scansorial
Gonocephalus semperi,0.004,0,0.017,0.734,0,0.245,0,Scansorial
Gonocephalus sophiae,0.005,0,0.023,0.648,0,0.324,0,Scansorial
Gowidon longirostris,0.004,0,0.017,0.734,0,0.245,0,Scansorial
Gowidon temporalis,0.005,0,0.023,0.644,0,0.328,0,Scansorial
Gymnodactylus amarali,0,0,0.894,0,0.02,0,0.086,Nocturnal
Gymnodactylus darwinii,0,0,0.444,0,0,0.06,0.496,Terrestrial
Gymnodactylus geckoides,0,0,0.894,0,0.02,0,0.086,Nocturnal
Gymnodactylus vanzolinii,0,0,0.879,0,0.023,0,0.098,Nocturnal
Gymnophthalmus cryptus,0,0,0,0,0,0,1,Terrestrial
Gymnophthalmus leucomystax,0,0,0,0.13,0.87,0,0,Fossorial
Gymnophthalmus lineatus,0,0,0,0.126,0.874,0,0,Fossorial
Gymnophthalmus pleei,0,0,0,0,0,0.14,0.86,Terrestrial
Gymnophthalmus speciosus,0,0,0,0.13,0.87,0,0,Fossorial
Gymnophthalmus underwoodi,0,0,0,0,0,0.099,0.901,Terrestrial
Haemodracon riebeckii,0,0,0.84,0,0,0.16,0,Nocturnal
Haemodracon trachyrhinus,0,0,0.894,0,0.02,0,0.086,Nocturnal
Harpesaurus beccarii,0.002,0,0.012,0.822,0,0.164,0,Scansorial
Harrisoniascincus zia,0,0,0,0,0,0.165,0.835,Terrestrial
Heliobolus lugubris,0,0,0,0,0,0.207,0.793,Terrestrial
Heliobolus nitidus,0,0,0,0,0,0.211,0.789,Terrestrial
Heliobolus spekii,0,0,0,0,0,0.186,0.814,Terrestrial
Hellenolacerta graeca,0.002,0,0.009,0.861,0,0.128,0,Scansorial
Heloderma horridum,0,0,0.401,0,0,0.599,0,Large
Heloderma suspectum,0,0,0.415,0,0,0.502,0.083,Large
Hemicordylus capensis,0.003,0,0.015,0.766,0,0.215,0,Scansorial
Hemidactylus aaronbaueri,0,0,0.894,0,0,0.106,0,Nocturnal
Hemidactylus acanthopholis,0,0,0.935,0,0,0.065,0,Nocturnal
Hemidactylus agrius,0,0,0.443,0,0,0.068,0.489,Terrestrial
Hemidactylus albivertebralis,0,0,0.891,0,0.021,0,0.088,Nocturnal
Hemidactylus albofasciatus,0,0,0.746,0,0.049,0,0.205,Nocturnal
Hemidactylus albopunctatus,0,0,0.446,0,0,0.027,0.528,Terrestrial
Hemidactylus alkiyumii,0,0,0.966,0,0.006,0,0.027,Nocturnal
Hemidactylus anamallensis,0,0,0.971,0,0.005,0,0.023,Nocturnal
Hemidactylus angulatus,0,0,0.951,0,0.009,0,0.039,Nocturnal
Hemidactylus ansorgii,0,0,0.911,0,0.017,0,0.072,Nocturnal
Hemidactylus arnoldi,0,0,0.44,0,0,0.119,0.441,Terrestrial
Hemidactylus asirensis,0,0,0.447,0,0,0.007,0.546,Terrestrial
Hemidactylus awashensis,0,0,0.874,0,0.024,0,0.102,Nocturnal
Hemidactylus barbierii,0,0,0.447,0,0,0.003,0.55,Terrestrial
Hemidactylus barodanus,0,0,0.979,0,0.004,0,0.017,Nocturnal
Hemidactylus bavazzanoi,0,0,0.779,0,0.043,0,0.179,Nocturnal
Hemidactylus beninensis,0,0,0.986,0,0.003,0,0.011,Nocturnal
Hemidactylus bowringii,0,0,0.991,0,0.002,0,0.007,Nocturnal
Hemidactylus brasilianus,0,0,0.919,0,0.016,0,0.065,Nocturnal
Hemidactylus brookii,0,0,0.995,0,0,0.005,0,Nocturnal
Hemidactylus citernii,0,0,0.761,0,0.046,0,0.193,Nocturnal
Hemidactylus coalescens,0,0,0.979,0,0.004,0,0.017,Nocturnal
Hemidactylus craspedotus,0,0,0.924,0,0.015,0,0.061,Nocturnal
Hemidactylus curlei,0,0,0.801,0,0.038,0,0.161,Nocturnal
Hemidactylus dawudazraqi,0,0,0.447,0,0,0.013,0.54,Terrestrial
Hemidactylus depressus,0,0,0.995,0,0,0.005,0,Nocturnal
Hemidactylus dracaenacolus,0,0,0.969,0,0.006,0,0.025,Nocturnal
Hemidactylus echinus,0,0,0.946,0,0.01,0,0.043,Nocturnal
Hemidactylus eniangii,0,0,0.909,0,0.017,0,0.074,Nocturnal
Hemidactylus fasciatus,0,0,0.968,0,0,0.032,0,Nocturnal
Hemidactylus festivus,0,0,0.866,0,0.026,0,0.108,Nocturnal
Hemidactylus flaviviridis,0,0,0.968,0,0,0.032,0,Nocturnal
Hemidactylus forbesii,0,0,0.974,0,0,0.026,0,Nocturnal
Hemidactylus foudaii,0,0,0.829,0,0.033,0,0.138,Nocturnal
Hemidactylus frenatus,0,0,0.934,0,0.013,0,0.053,Nocturnal
Hemidactylus garnotii,0,0,0.939,0,0.012,0,0.049,Nocturnal
Hemidactylus giganteus,0,0,0.906,0,0,0.094,0,Nocturnal
Hemidactylus gracilis,0,0,0.373,0,0,0,0.627,Terrestrial
Hemidactylus graniticolus,0,0,0.931,0,0,0.069,0,Nocturnal
Hemidactylus granti,0,0,0.979,0,0.004,0,0.017,Nocturnal
Hemidactylus gujaratensis,0,0,0.924,0,0.015,0,0.061,Nocturnal
Hemidactylus hajarensis,0,0,0.934,0,0.013,0,0.053,Nocturnal
Hemidactylus hemchandrai,0,0,0.993,0,0,0.007,0,Nocturnal
Hemidactylus homoeolepis,0,0,0.841,0,0.03,0,0.128,Nocturnal
Hemidactylus hunae,0,0,0.894,0,0,0.106,0,Nocturnal
Hemidactylus imbricatus,0,0,0.446,0,0,0.028,0.526,Terrestrial
Hemidactylus inexpectatus,0,0,0.809,0,0.037,0,0.155,Nocturnal
Hemidactylus inintellectus,0,0,0.919,0,0.016,0,0.065,Nocturnal
Hemidactylus isolepis,0,0,0.447,0,0,0.007,0.546,Terrestrial
Hemidactylus kamdemtohami,0.001,0,0.005,0.926,0,0.069,0,Scansorial
Hemidactylus karenorum,0,0,0.886,0,0.022,0,0.092,Nocturnal
Hemidactylus kundaensis,0,0,0.874,0,0.024,0,0.102,Nocturnal
Hemidactylus kyaboboensis,0,0,0.995,0,0,0.005,0,Nocturnal
Hemidactylus laevis,0,0,0.771,0,0.044,0,0.185,Nocturnal
Hemidactylus lankae,0,0,0.986,0,0.003,0,0.011,Nocturnal
Hemidactylus laticaudatus,0,0,0.911,0,0.017,0,0.072,Nocturnal
Hemidactylus lavadeserticus,0,0,0.447,0,0,0.001,0.552,Terrestrial
Hemidactylus lemurinus,0,0,0.946,0,0.01,0,0.043,Nocturnal
Hemidactylus leschenaultii,0,0,0.976,0,0,0.024,0,Nocturnal
Hemidactylus longicephalus,0,0,0.979,0,0.004,0,0.017,Nocturnal
Hemidactylus luqueorum,0,0,0.987,0,0,0.013,0,Nocturnal
Hemidactylus mabouia,0,0,0.982,0,0,0.017,0,Nocturnal
Hemidactylus macropholis,0,0,0.978,0,0,0.022,0,Nocturnal
Hemidactylus maculatus,0,0,0.906,0,0,0.094,0,Nocturnal
Hemidactylus makolowodei,0,0,0.956,0,0,0.044,0,Nocturnal
Hemidactylus mandebensis,0,0,0.791,0,0.04,0,0.169,Nocturnal
Hemidactylus masirahensis,0,0,0.814,0,0.036,0,0.15,Nocturnal
Hemidactylus mercatorius,0,0,0.896,0,0.02,0,0.084,Nocturnal
Hemidactylus mindiae,0,0,0.884,0,0.022,0,0.094,Nocturnal
Hemidactylus minutus,0,0,0.356,0,0,0,0.644,Terrestrial
Hemidactylus modestus,0,0,0.423,0,0,0,0.577,Terrestrial
Hemidactylus mrimaensis,0,0,0.844,0,0.03,0,0.126,Nocturnal
Hemidactylus muriceus,0,0,0.891,0,0.021,0,0.088,Nocturnal
Hemidactylus oxyrhinus,0,0,0.447,0,0,0.003,0.55,Terrestrial
Hemidactylus palaichthus,0,0,0.951,0,0.009,0,0.039,Nocturnal
Hemidactylus parvimaculatus,0,0,0.859,0,0.027,0,0.114,Nocturnal
Hemidactylus paucituberculatus,0,0,0.766,0,0.045,0,0.189,Nocturnal
Hemidactylus persicus,0,0,0.974,0,0.005,0,0.021,Nocturnal
Hemidactylus pieresii,0,0,0.984,0,0.003,0,0.013,Nocturnal
Hemidactylus platycephalus,0,0,0.97,0,0,0.03,0,Nocturnal
Hemidactylus platyurus,0,0,0.944,0,0.011,0,0.045,Nocturnal
Hemidactylus prashadi,0,0,0.968,0,0,0.032,0,Nocturnal
Hemidactylus principensis,0,0,0.929,0,0.014,0,0.057,Nocturnal
Hemidactylus pseudomuriceus,0,0,0.879,0,0.023,0,0.098,Nocturnal
